Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV5244	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Sporobolomyces	s__roseus
ASV5245	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV5246	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__kluyveri
ASV5247	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	unclassified	unclassified	unclassified
ASV5248	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__magnum
ASV5249	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__caricicola
ASV5250	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phlebia	s__tuberculata
ASV5251	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Pseudocyclothyriella	s__clematidis
ASV5252	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__lacteus
ASV5253	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__didymospora
ASV5254	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__sebi
ASV5255	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV5256	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Agaricostilbaceae	g__Pseudobensingtonia	s__fusiformis
ASV5257	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__candicans
ASV5258	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Trametes	s__versicolor
ASV5259	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5260	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Mrakiaceae	g__Tausonia	s__pullulans
ASV5261	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Toxicocladosporium	s__irritans
ASV5262	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5263	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	unclassified
ASV5264	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__toruloides
ASV5265	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__pseudodeflectus
ASV5266	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Botryobasidiaceae	g__Botryobasidium	s__candicans
ASV5267	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Cyanosporus	s__populi
ASV5268	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	s__pseudoversicolor
ASV5269	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5270	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Gloeoporus	s__dichrous
ASV5271	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5272	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5273	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__domesticus
ASV5274	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5275	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5276	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5277	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5278	k__Fungi	p__Ascomycota	c__Dothideomycetes	unclassified	unclassified	unclassified	unclassified
ASV5279	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	s__coronilla
ASV5280	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Phialina	s__ulmariae
ASV5281	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Talaromyces	unclassified
ASV5282	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Scolecobasidium	s__bacilliforme
ASV5283	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__trinitatensis
ASV5284	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	unclassified	unclassified	unclassified
ASV5285	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV5286	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	unclassified	unclassified	unclassified
ASV5287	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinopsis	s__pseudofriesii
ASV5288	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	unclassified
ASV5289	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Apiotrichum	unclassified
ASV5290	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__globosa
ASV5291	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Fomitopsidaceae	g__Laetiporus	unclassified
ASV5292	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidiaceae_gen_Incertae_sedis	unclassified
ASV5293	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Coprinellus	s__disseminatus
ASV5294	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Articulospora	s__proliferata
ASV5295	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Toxicocladosporium	s__irritans
ASV5296	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Talaromyces	s__siglerae
ASV5297	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Phaeosphaeria	s__caricicola
ASV5298	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	s__hypogaeum
ASV5299	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	s__sanguinolentum
ASV5300	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5301	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5302	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5303	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5304	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Chrysozymaceae	unclassified	unclassified
ASV5305	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5306	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV5307	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Naganishia	s__albida
ASV5308	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV5309	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Metulodontia	s__nivea
ASV5310	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Myxospora	unclassified
ASV5311	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Rickenellaceae	g__Sidera	s__vulgaris
ASV5312	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Schizoporaceae	g__Lyomyces	unclassified
ASV5313	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	unclassified
ASV5314	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	unclassified	unclassified
ASV5315	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__parapsilosis
ASV5316	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5317	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5318	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces	s__cerevisiae
ASV5319	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__pallidum
ASV5320	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Neocatenulostroma	s__microsporum
ASV5321	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Microbotryomycetes_ord_Incertae_sedis	f__Microbotryomycetes_fam_Incertae_sedis	g__Curvibasidium	s__cygneicollum
ASV5322	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__minutissima
ASV5323	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Phaeophlebiopsis	s__peniophoroides
ASV5324	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Rickenellaceae	g__Sidera	s__vulgaris
ASV5325	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales	f__Agaricostilbaceae	g__Pseudobensingtonia	s__fusiformis
ASV5326	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	unclassified
ASV5327	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Burgella	s__lutea
ASV5328	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	unclassified
ASV5329	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Cutaneotrichosporon	unclassified
ASV5330	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	unclassified	unclassified	unclassified
ASV5331	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV5332	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5333	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5334	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5335	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Gymnopus	s__fusipes
ASV5336	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5337	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5338	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5339	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	unclassified
ASV5340	k__Fungi	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Iodophanus	unclassified
ASV5341	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5342	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Ramularia	unclassified
ASV5343	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV5344	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Lapidomyces	s__hispanicus
ASV5345	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Acremonium	s__charticola
ASV5346	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__metapsilosis
ASV5347	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV5348	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5349	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__penicillioides
ASV5350	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys	s__echinatus
ASV5351	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5352	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5353	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5354	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV5355	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariales_fam_Incertae_sedis	g__Papulaspora	s__byssina
ASV5356	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Paraisaria	s__arcta
ASV5357	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Acrospermales	f__Acrospermaceae	g__Oomyces	unclassified
ASV5358	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Exidiaceae	g__Exidia	s__saccharina
ASV5359	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporales_fam_Incertae_sedis	g__Crustoderma	unclassified
ASV5360	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophora	unclassified
ASV5361	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Neocucurbitaria	unclassified
ASV5362	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Steccherinaceae	g__Steccherinum	s__bourdotii
ASV5363	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV5364	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Rachicladosporium	unclassified
ASV5365	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Agaricaceae	g__Agaricus	unclassified
ASV5366	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium	s__pullulans
ASV5367	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiomycetes_ord_Incertae_sedis	f__Buckleyzymaceae	g__Buckleyzyma	s__salicina
ASV5368	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5369	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Sporobolomyces	unclassified
ASV5370	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	unclassified
ASV5371	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Coniosporium	unclassified
ASV5372	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	unclassified	unclassified	unclassified
ASV5373	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Hyphodermataceae	g__Hyphoderma	s__nudicephalum
ASV5374	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Stereaceae	g__Stereum	unclassified
ASV5375	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	unclassified	unclassified	unclassified
ASV5376	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Hypomyces	s__aurantius
ASV5377	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5378	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5379	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5380	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5381	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	unclassified
ASV5382	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Podila	unclassified
ASV5383	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	s__dominicanum
ASV5384	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5385	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Crocicreas	unclassified
ASV5386	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	s__verrucosa
ASV5387	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Trichomeriaceae	g__Trichomerium	s__dioscoreae
ASV5388	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5389	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5390	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV5391	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Schizophyllaceae	g__Schizophyllum	unclassified
ASV5392	k__Fungi	p__Basidiomycota	c__Wallemiomycetes	o__Wallemiales	f__Wallemiaceae	g__Wallemia	s__ichthyophaga
ASV5393	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Marasmiaceae	g__Marasmius	s__oreades
ASV5394	k__Fungi	p__Ascomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5395	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__membranifaciens
ASV5396	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Septoria	unclassified
ASV5397	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Physalacriaceae	g__Cylindrobasidium	s__evolvens
ASV5398	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Cladosporium	unclassified
ASV5399	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5400	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Russulaceae	g__Lactarius	s__necator
ASV5401	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Hydnaceae	g__Sistotrema	s__oblongisporum
ASV5402	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreales_fam_Incertae_sedis	g__Fusariella	unclassified
ASV5403	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Auriculariales	f__Auriculariaceae	g__Auricularia	s__nigricans
ASV5404	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Tintelnotia	s__destructans
ASV5405	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Phallales	f__Phallaceae	g__Phallus	s__impudicus
ASV5406	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Strophariaceae	g__Pholiota	s__tennesseensis
ASV5407	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Coniosporium	s__apollinis
ASV5408	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Psathyrellaceae	g__Psathyrella	s__pennata
ASV5409	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
ASV5410	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Cladosporiaceae	g__Toxicocladosporium	s__irritans
ASV5411	k__Fungi	p__Basidiomycota	c__Agaricomycetes	unclassified	unclassified	unclassified	unclassified
ASV5412	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Phacidiales	f__Phacidiaceae	g__Gremmenia	s__infestans
ASV5413	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Discinellaceae	g__Gyoerffyella	unclassified
ASV5414	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5415	k__Fungi	p__Chytridiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5416	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__toruloides
ASV5417	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hymenochaetopsis	unclassified
ASV5418	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Tilachlidiaceae	g__Tilachlidium	s__brachiatum
ASV5419	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5420	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Solicoccozyma	s__zizaniae
ASV5421	k__Fungi	p__Basidiomycota	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5422	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV5423	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
ASV5424	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	unclassified
ASV5425	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Kregervanrija	s__pseudodelftensis
ASV5426	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Muriphaeosphaeria	unclassified
ASV5427	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora	unclassified
ASV5428	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	unclassified
ASV5429	k__Fungi	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
ASV5430	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__bialowiezense
ASV5431	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Neodevriesiaceae	g__Neodevriesia	s__imbrexigena
